	Restaurant_Name	Address	Rating
6	The Publican	837 W. Fulton MarketChicago, IL 60607	15.0
7	Sepia	123 N. Jefferson St.Chicago, IL 60661	15.0
8	Sunda	110 W. Illinois St.Chicago, IL 60654	15.0
9	Tallgrass	1006 S. State St.Lockport, IL 60441	15.0
0	Terzo Piano	Modern Wing of the Art Institute of Chicago159 E. Monroe St.Chicago, IL 60603	15.0
1	Urbanbelly	1400 W. Randolph St.Chicago, IL 60607	15.0
0	Schwa	"1466 N. Ashland Ave.Chicago, IL 60622 | Menu

 |"	16.0
1	Sixteen	Trump International Hotel & Tower Chicago401 N. Wabash Ave.Chicago, IL 60611	16.0
2	Spiaggia	One Magnificent Mile, 2nd Floor980 N. Michigan Ave.Chicago, IL 60611	16.0
3	Topolobampo	"445 N. Clark St.Chicago, IL 60610 | Menu


 "	16.0
0	Everest	"Chicago Stock Exchange440 S. La Salle St., 40th Fl.Chicago, IL 60605 | Menu

 | Photos

 "	17.0
1	Grace	"652 W. Randolph St.Chicago, IL 60661 | Menu

 |"	17.0
2	Tru	"676 N. St. Clair St.Chicago, IL 60611 | Menu

 |"	17.0
3	Vie	"4471 Lawn Ave.Western Springs, IL 60558 | Menu

 |"	17.0
0	Alinea	"1723 N. Halsted St.Chicago, IL 60614 | Menu

 | Photos

 "	18.0
