	Restaurant_Name	Address	Rating
2	Del Frisco's Grille	50 Rockefeller PlazaNew York, NY 10020	14.0
3	DohYO and Terrace at FOUR	YOTEL New York570 Tenth Ave.New York, NY 100	14.0
4	Dominique Bistro	14 Christopher St.New York, NY 100	14.0
5	Downtown Cipriani	376 W. BroadwayNew York, NY 10012	14.0
6	Duet Brasserie	37 Barrow St.New York, NY 100	14.0
7	The Dutch	131 Sullivan St.New York, NY 10012	14.0
8	The East Pole	133 E. 65th St.New York, NY 10065	14.0
9	Edi & the Wolf	102 Ave. CNew York, NY 100	14.0
0	Empellon Cocina	105 First Ave.New York, NY 10003	14.0
1	Emporio	231 Mott St.New York, NY 10012	14.0
2	Estela	47 E. Houston St.New York, NY 10012	14.0
3	Felice 83	1593 First Ave.New York, NY 100	14.0
4	Fiorini	209 E. 56th St.New York, NY 10022	14.0
5	FishTag	222 W. 79th St.New York, NY 10024	14.0
6	Flinders Lane	162 Avenue ANew York, NY 10009	14.0
7	Fogo de Chão	40 W. 53rd St.New York, NY 10019	14.0
8	Foragers City Table	300 W. 22nd St.New York, NY 10011	14.0
9	Fort Defiance	365 Van Brunt St.Brooklyn, NY 11231	14.0
0	Fred's at Barneys New York	Barneys New York660 Madison Ave.New York, NY 10065	14.0
1	Fresco by Scotto	34 E. 52nd St.New York, NY 10022	14.0
2	Freud	506 LaGuardia Pl.New York, NY 100	14.0
3	Fung Tu	22 Orchard St.New York, NY 10002	14.0
4	Gabriel's	11 W. 60th St.New York, NY 10023	14.0
5	Gallagher's Steak House	228 W. 52nd St.New York, NY 10019	14.0
6	The Gander	15 W. 18th St.New York, NY 10011	14.0
7	GATO	324 Lafayette St.New York, NY 10012	14.0
8	The General Greene	229 DeKalb Ave.Brooklyn, NY 11205	14.0
9	Giovanni Rana Pastificio & Cucina	Chelsea Market75 9th Ave.New York, NY 10011	14.0
0	The Gorbals	Space Ninety 898 N. Sixth St.Brooklyn, NY 11249	14.0
1	Graffiti	224 E. 10th St.New York, NY 10003	14.0
2	The Grocery	288 Smith St.Brooklyn, NY 11231	14.0
3	Hakkasan	311 W. 43rd St.New York, NY 100	14.0
4	Haldi	102 Lexington Ave.New York, NY 10016	14.0
5	Haru	220 Park Ave. S.New York, NY 100	14.0
6	Haru	433 Amsterdam Ave.New York, NY 10024	14.0
7	Hatsuhana	17 E. 48th St.New York, NY 10017	14.0
8	Hatsuhana	237 Park Ave.New York, NY 100	14.0
9	Heidi's House by the Side of the Road	308 E. 78th St.New York, NY 100	14.0
0	I Sodi	105 Christopher St.New York, NY 10014	14.0
1	Il Buco	47 Bond St.New York, NY 100	14.0
2	Il Buco Alimentari & Vineria	53 Great Jones St.New York, NY 10012	14.0
3	Il Cantinori	32 E. Tenth St.New York, NY 100	14.0
4	Il Mulino	86 W. Third St.New York, NY 10012	14.0
5	Il Tesoro	1578 First Ave.New York, NY 10028	14.0
6	ilili	236 Fifth Ave.New York, NY 10001	14.0
7	Inside Park at St. Bart's	109 E. 50th St.New York, NY 10022	14.0
8	Ipanema	43 W. 46th St.New York, NY 10036	14.0
9	Iron Chef House	92 Clark St.Brooklyn, NY 11201	14.0
0	Izakaya Ten	207 Tenth Ave.New York, NY 10011	14.0
1	Jazz Standard	116 E. 27th St.New York, NY 10016	14.0
2	Jones Wood Foundry	401 E. 76th St.New York, NY 10021	14.0
3	Jungsik	2 Harrison St.New York, NY 10013	14.0
4	Junoon	27 W. 24th St.New York, NY 100	14.0
5	Kat & Theo	5 W. 21st St.New York, NY 100	14.0
6	Kefi	505 Columbus Ave.New York, NY 10024	14.0
7	Kellari Taverna	19 W. 44th St.New York, NY 10036	14.0
8	Kilo	857 9th Ave.New York, NY 100	14.0
9	Kimoto Rooftop Beer Garden	Aloft New York Brooklyn216 Duffield St.Brooklyn, NY 112	14.0
0	La Masseria	235 W. 48th St.New York, NY 10036	14.0
1	La Nonna Ristorante & Bar	184 Kent Ave.Brooklyn, NY 11249	14.0
2	La Sirena	The Maritime Hotel88 Ninth Ave.New York, NY 100	14.0
3	Lafayette	380 Lafayette St.New York, NY 10003	14.0
4	The Lambs Club	"The Chatwal, a Luxury Collection Hotel132 W. 44th St.New York, NY 10036 | Menu

 |"	14.0
5	Landmarc	179 W. BroadwayNew York, NY 10013	14.0
6	Le Pescadeux	90 Thompson St.New York, NY 10012	14.0
7	Le Pif	2058 BroadwayNew York, NY 100	14.0
8	Le Souk Harem	510 La Guardia Pl.New York, NY 10012	14.0
9	Le Village	127 E. 7th St.New York, NY 10009	14.0
0	The Leopard at des Artistes	1 W. 67th St.New York, NY 10023	14.0
1	The Library at The Public	The Public Theater425 Lafayette St.New York, NY 10003	14.0
2	Lilia	567 Union Ave.Brooklyn, NY 112	14.0
3	Little Park	Smyth Tribeca85 West BroadwayNew York, NY 100	14.0
4	Locanda Verde	The Greenwich Hotel377 Greenwich St.New York, NY 10013	14.0
5	Lupulo	835 Sixth Ave.New York, NY 100	14.0
6	Lure Fishbar	142 Mercer St.New York, NY 10012	14.0
7	Luz	177 Vanderbilt Ave.Brooklyn, NY 11205	14.0
8	M. Wells Dinette	MoMa PS122-25 Jackson Ave.Long Island City, NY 11101	14.0
9	Ma Peche	Chambers15 W. 56th St. New York, NY 10014	14.0
0	Macao Trading Co.	311 Church St.New York, NY 100	14.0
1	Maialino	Gramercy Park Hotel2 Lexington Ave.New York, NY 10010	14.0
2	Maison Premiere	298 Bedford Ave.Brooklyn, NY 11249	14.0
3	Maloney & Porcelli	37 E. 50th St.New York, NY 10022	14.0
4	Marc Forgione	134 Reade St.New York, NY 10013	14.0
5	Market Table	54 Carmine St.New York, NY 10014	14.0
6	Marseille	630 Ninth Ave.New York, NY 10036	14.0
7	The Marshal	628 Tenth Ave.New York, NY 10036	14.0
8	Match 65	29 E. 65th St.New York, NY 10065	14.0
9	Maya	1191 First Ave.New York, NY 10065	14.0
0	Maysville	17 W. 26th St.New York, NY 10010	14.0
1	Meadowsweet	149 BroadwayBrooklyn, NY 11211	14.0
2	Mercer Kitchen	99 Prince St.New York, NY 10012	14.0
3	Michael Jordan's The Steak House NYC	23 Vanderbilt Ave.New York, NY 10017	14.0
4	Millesime	The Carlton Hotel90 Madison Ave.New York, NY 10016	14.0
5	Minetta Tavern	113 MacDougal St.New York, NY 10012	14.0
6	Mira Sushi & Izakaya	46 W. 22nd St.New York, NY 10010	14.0
7	Momofuku Nishi	232 Eighth Ave.New York, NY 100	14.0
8	Momofuku Noodle Bar	171 First Ave.New York, NY 10003	14.0
9	Momofuku Ssam Bar	207 Second Ave.New York, NY 10003	14.0
0	The Monarch Room	408 W. 15th St.New York, NY 10011	14.0
1	Monument Lane	103 Greenwich Ave.New York, NY 10014	14.0
2	Morandi	211 Waverly Pl.New York, NY 10014	14.0
3	Morimoto	88 Tenth Ave.New York, NY 10011	14.0
4	Moti Mahal Delux	1149 First Ave.New York, NY 10065	14.0
5	Mr. Robata	1674 BroadwayNew York, NY 10019	14.0
6	Mulberry Project	149 Mulberry St.New York, NY 10013	14.0
7	The Musket Room	265 Elizabeth St.New York, NY 10012	14.0
8	Narcissa	The Standard East Village NYC21 Cooper Sq.New York, NY 100	14.0
9	The National	The Benjamin557 Lexington Ave.New York, NY 10022	14.0
0	Natsumi	226 W. 50th St.New York, NY 10019	14.0
1	Nerai	55 E. 54th St.New York, NY 10022	14.0
2	Ngam	99 Third Ave.New York, NY 10003	14.0
3	Nica Trattoria	354 E. 84th St.New York, NY 10028	14.0
4	Nick & Toni's Cafe	100 W. 67th St.New York, NY 10023	14.0
5	Nick & Stef's Steakhouse	Madison Square Garden9 Pennsylvania PlazaNew York, NY 10001	14.0
6	Nino's Tuscany	117 W. 58th St.New York, NY 10019	14.0
7	Nobu 57	40 W. 57th St.New York, NY 10019	14.0
8	North Square	Washington Square Hotel103 Waverly Pl.New York, NY 10011	14.0
9	Novita	102 E. 22nd St.New York, NY 10010	14.0
0	NYY Steak	Gate 6, Yankee Stadium1 E. 161st St.Bronx, NY 10451	14.0
1	One If By Land, Two If By Sea	17 Barrow St.New York, NY 10014	14.0
2	Ootoya	8 W. 18th St.New York, NY 10011	14.0
3	Ootoya	41 E. 11th St.New York, NY 100	14.0
4	Orso	322 W. 46th St.New York, NY 10036	14.0
5	Osteria Morini	218 Lafayette St.New York, NY 10012	14.0
6	Pasquale Jones	187 Mulberry St.New York, NY 100	14.0
7	Patroon	160 E. 46th St.New York, NY 10017	14.0
8	Paulaner Brauhaus	265 BoweryNew York, NY 10002	14.0
9	The Peacock	The William24 E. 39th St.New York, NY 10016	14.0
0	Peacock Alley	The Waldorf Astoria301 Park Ave.New York, NY 10022	14.0
1	Pearl & Ash	The Bowery House220 BoweryNew York, NY 10012	14.0
2	Pera Mediterranean Brasserie	303 Madison Ave.New York, NY 10017	14.0
3	Pera SoHo	54 Thompson St.New York, NY 100	14.0
4	The Pines	284 3rd Ave.Brooklyn, NY 11215	14.0
5	Ping's	83-02 Queens Blvd.Elmhurst, NY 11373	14.0
6	Piora	430 Hudson St.New York, NY 10014	14.0
7	Piquant	259 Flatbush Ave.Brooklyn, NY 11217	14.0
8	Porter House New York	"Time Warner Center10 Columbus Cir., Fourth Fl.New York, NY 10019 | Menu

 |"	14.0
9	Prime 333	Sapphire New York333 E. 60th St.New York, NY 100	14.0
0	Prime Meats	465 Court St.Brooklyn, NY 11231	14.0
1	PRINT. Restaurant	Ink48, a Kimpton Hotel653 Eleventh Ave.New York, NY 10036	14.0
2	Prune	54 E. First St.New York, NY 10003	14.0
3	Qi Esarn Thai Kitchen	31 W. 14th St.New York, NY 100	14.0
4	Qi Thai Grill	176 N. 9th St.Brooklyn, NY 11211	14.0
5	Quality Italian	57 W. 57th St.New York, NY 10019	14.0
6	Quality Meats	"57 W. 58th St.New York, NY 10019 | Menu

 |"	14.0
7	Quatorze Bis	323 E. 79th St.New York, NY 10021	14.0
8	Rao's	455 E. 114th St.New York, NY 10029	14.0
9	Raymi	43 W. 24th St.New York, NY 10010	14.0
0	RedFarm	529 Hudson St.New York, NY 10014	14.0
1	Remi	145 W. 53rd St.New York, NY 10019	14.0
2	Reserve Cut	The Setai Wall Street40 Broad St.New York, NY 10004	14.0
3	The Ribbon	20 W. 72nd St.New York, NY 100	14.0
4	Roberta's	"261 Moore St.Brooklyn, NY 11206 | Menu

 |"	14.0
5	Robert's Restaurant	Scores536 W. 28th St.New York, NY 10001	14.0
6	Rocco Steakhouse	72 Madison Ave.New York, NY 100	14.0
7	Rocking Horse Cafe	182 Eighth Ave.New York, NY 10011	14.0
8	Rosemary's	18 Greenwich Ave.New York, NY 10011	14.0
9	Rôtisserie Georgette	14 E. 60th St.New York, NY 10022	14.0
0	Rouge et Blanc	48 MacDougal St.New York, NY 10012	14.0
1	Ruth's Chris Steak House	148 W. 51st St.New York, NY 10019	14.0
2	The Saint Austere	613 Grand St.Brooklyn, NY 11211	14.0
3	Salt + Charcoal	171 Grand St.Brooklyn, NY 112	14.0
4	Salumeria Rosi	283 Amsterdam Ave.New York, NY 100	14.0
5	Sanctuary T	337B W. BroadwayNew York, NY 10013	14.0
6	Santina	820 Washington St.New York, NY 100	14.0
7	Scalinatella	201 E. 61st St.New York, NY 10021	14.0
8	Shun Lee Palace	155 E. 55th St.New York, NY 10022	14.0
9	Sirio Ristorante	One Beacon Court151 E. 58th St.New York, NY 100	14.0
0	Sistina	1555 Second Ave.New York, NY 10028	14.0
1	Socarrat Paella Bar	953 Second Ave.New York, NY 100	14.0
2	Socarrat Paella Bar	284 Mulberry St.New York, NY 10012	14.0
3	Solera	216 E. 53rd St.New York, NY 10022	14.0
4	Sopra	115 E. 60th St.New York, NY 10022	14.0
5	South Gate	JW Marriott Essex House New York154 Central Park S.New York, NY 10019	14.0
6	Sparks Steak House	210 E. 46th St.New York, NY 10017	14.0
7	Square Meal	30 E. 92nd St.New York, NY 10128	14.0
8	St. Anselm	355 Metropolitan Ave.Brooklyn, NY 11211	14.0
9	Strip House	13 E. 12th St.New York, NY 10003	14.0
0	Sugar and Plumm	377 Amsterdam Ave.New York, NY 10024	14.0
1	Sushi of Gari	402 E. 78th St.New York, NY 10021	14.0
2	Sushi Seki Bar & Oysters	365 W. 46th St.New York, NY 100	14.0
3	Sushi Seki	1143 First Ave.New York, NY 10065	14.0
4	Sushiden	123 W. 49th St.New York, NY 10020	14.0
5	Sweetwater	105 N. Sixth St.Brooklyn, NY 11211	14.0
6	Talde	369 Seventh Ave.Brooklyn, NY 11215	14.0
7	Tamarind Tribeca	99 Hudson St.New York, NY 100	14.0
8	Tavola	"488 Ninth Ave.New York, NY 10018 | Menu

 |"	14.0
9	Tenpenny	The Gotham Hotel16 E. 46th St.New York, NY 10017	14.0
0	Thalia	828 Eighth Ave.New York, NY 10019	14.0
1	Tia Pol	205 Tenth Ave.New York, NY 10011	14.0
2	Tiella	1109 First Ave.New York, NY 10065	14.0
3	Tolani	410 Amsterdam Ave.New York, NY 10024	14.0
4	Toloache	251 W. 50th St.New York, NY 100	14.0
5	Tomoe	172 Thompson St.New York, NY 10012	14.0
6	Traif	229 S. 4th St.Brooklyn, NY 11211	14.0
7	Tre	173 Ludlow St.New York, NY 10002	14.0
8	Tribeca Grill	375 Greenwich St.New York, NY 10013	14.0
9	Triomphe	The Iroquois New York49 W. 44th St.New York, NY 100	14.0
0	Two E Bar / Lounge	The Pierre, A Taj Hotel, New York2 E. 61st St.New York, NY 10065	14.0
1	212 Steakhouse	316 E. 53rd St.New York, NY 10022	14.0
2	Txikito	240 Ninth Ave.New York, NY 10001	14.0
3	Untitled	Whitney Museum of American Art99 Gansevoort St.New York, NY 100	14.0
4	Upland	345 Park Ave. S.New York, NY 100	14.0
5	Upstate Craft Beer & Oyster Bar	95 First Ave.New York, NY 10003	14.0
6	Vareli	2869 BroadwayNew York, NY 100	14.0
7	Via Carota	51 Grove St.New York, NY 100	14.0
8	Village Prime	"302 Bleecker St.New York, NY 10014 | Menu

 |"	14.0
9	Vinateria	2211 Frederick Douglass Blvd.New York, NY 10026	14.0
0	Wasabi Lobby	1584 Second Ave.New York, NY 10028	14.0
1	The Water Club	East River at 30th St.New York, NY 10016	14.0
2	The Waverly Inn	16 Bank St.New York, NY 10014	14.0
3	The Writing Room	1703 Second Ave.New York, NY 10128	14.0
4	Yefsi Estiatorio	1481 York Ave.New York, NY 10075	14.0
5	Yerba Buena Cocina Latina	23 Ave. ANew York, NY 10009	14.0
6	Zenon	34-10 31st Ave.Astoria, NY 11106	14.0
7	Zio	17 W. 19th St.New York, NY 10011	14.0
0	Ai Fiori	"Langham Place Fifth Avenue400 Fifth Ave.New York, NY 10018 | Menu

 |"	15.0
1	American Cut	363 Greenwich St.New York, NY 10013	15.0
2	Annisa	13 Barrow St.New York, NY 10014	15.0
3	Aquagrill	"210 Spring St.New York, NY 10012 | Menu

 |"	15.0
4	Aquavit	"65 E. 55th St.New York, NY 10022 | Menu

 |"	15.0
5	Asiate	Mandarin Oriental New YorkTime Warner Center, 35th Floor80 Columbus Cir.New York, NY 10023	15.0
6	BondSt	6 Bond St.New York, NY 10012	15.0
7	Boulud Sud	20 W. 64th St.New York, NY 10023	15.0
8	Charlie Bird	5 King St.New York, NY 10012	15.0
9	Circo	120 W. 55th St.New York, NY 10019	15.0
0	Cosme	35 E. 21st St.New York, NY 10010	15.0
1	County	34 E. 20th St.New York, NY 10003	15.0
2	Craft	43 E. 19th St.New York, NY 10003	15.0
3	Degustation	239 E. Fifth St.New York, NY 10003	15.0
4	Del Posto	85 Tenth Ave.New York, NY 10011	15.0
5	EN Japanese Brasserie	435 Hudson St.New York, NY 10014	15.0
6	Eolo	190 Seventh Ave.New York, NY 10011	15.0
7	Estiatorio Milos	125 W. 55th St.New York, NY 10019	15.0
8	15 East	15 E. 15th St.New York, NY 10003	15.0
9	Gotham Bar & Grill	12 E. 12th St.New York, NY 10003	15.0
0	Hakubai	The Kitano New York66 Park Ave.New York, NY 10016	15.0
1	Harry Cipriani	The Sherry-Netherland781 Fifth Ave.New York, NY 10022	15.0
2	Hearth	403 E. 12th St.New York, NY 10009	15.0
3	i Trulli	122 E. 27th St.New York, NY 10016	15.0
4	The Mark Restaurant by Jean-Georges	The Mark25 E. 77th St.New York, NY 10075	15.0
5	Jewel Bako	239 E. Fifth St.New York, NY 10003	15.0
6	JoJo	160 E. 64th St.New York, NY 10065	15.0
7	Kurumazushi	7 E. 47th St., Second Fl.New York, NY 10017	15.0
8	Le Perigord	405 E. 52nd St.New York, NY 10022	15.0
9	M. Wells Steakhouse	4315 Crescent St.Long Island City, NY 11101	15.0
0	Marea	240 Central Park SouthNew York, NY 10019	15.0
1	THIS RESTAURANT IS TEMPORARILY CLOSED Mas (farmhouse)	39 Downing St.New York, NY 10014	15.0
2	Michael's	24 W. 55th St.New York, NY 10019	15.0
3	Mr. K's	570 Lexington Ave.New York, NY 10022	15.0
4	Molyvos	Wellington Hotel871 Seventh Ave.New York, NY 10019	15.0
5	Mulino a Vino	337 W. 14th St.New York, NY 100	15.0
6	Next Door Nobu	105 Hudson St.New York, NY 10013	15.0
7	Nino's	1354 First Ave.New York, NY 10021	15.0
8	Nippon	155 E. 52nd St.New York, NY 10022	15.0
9	The NoMad	"The NoMad Hotel1170 BroadwayNew York, NY 10001 | Menu

 |"	15.0
0	Nougatine at Jean-Georges	Trump International Hotel & Tower New York1 Central Park W.New York, NY 10023	15.0
1	Oceana	120 W. 49th St.New York, NY 10020	15.0
2	Peasant	194 Elizabeth St.New York, NY 10012	15.0
3	Perry St.	176 Perry St.New York, NY 10014	15.0
4	Peter Luger	"178 BroadwayBrooklyn, NY 11211 | Menu

 |"	15.0
5	Petrossian	182 W. 58th St.New York, NY 10019	15.0
6	Public	210 Elizabeth St.New York, NY 10012	15.0
7	Red Rooster Harlem	310 Lenox Ave.New York, NY 10027	15.0
8	Ristorante Morini	1167 Madison Ave.New York, NY 10028	15.0
9	The River Cafe	1 Water St.Brooklyn, NY 11201	15.0
0	Riverpark	Alexandria Center450 E. 29th St.New York, NY 10016	15.0
1	Sasabune	401 E. 73rd St.New York, NY 100	15.0
2	Scalini Fedeli	165 Duane St.New York, NY 10013	15.0
3	Scarpetta	"355 W. 14th St.New York, NY 10014 | Menu

 | Photos

 "	15.0
4	Semilla	160 Havemeyer St.Brooklyn, NY 112	15.0
5	Shimizu Sushi & Shochu Bar	Washington Jefferson Hotel318 W. 51st St.New York, NY 10019	15.0
6	Soto	357 Sixth Ave.New York, NY 10014	15.0
7	Sugiyama	251 W. 55th St.New York, NY 10019	15.0
8	Sushi-Ann	38 E. 51st St.New York, NY 10022	15.0
9	Takashi	456 Hudson St.New York, NY 10014	15.0
0	'21' Club	21 W. 52nd St.New York, NY 10019	15.0
1	Uncle Jack's Steakhouse	440 Ninth Ave.New York, NY 10001	15.0
2	Union Square Cafe	21 E. 16th St.New York, NY 100	15.0
3	Wallsé	344 W. 11th St.New York, NY 100	15.0
4	The Wright	Guggenheim Museum1071 Fifth Ave.New York, NY 10128	15.0
5	Zuma	261 Madison Ave.New York, NY 100	15.0
6	ZZ's Clam Bar	169 Thompson St.New York, NY 10012	15.0
0	Aureole	"One Bryant Park135 W. 42nd St.New York, NY 10036 | Menu

 |"	16.0
1	Babbo	110 Waverly Pl.New York, NY 10011	16.0
2	Betony	41 W. 57th St.New York, NY 10019	16.0
3	Blue Hill	75 Washington Pl.New York, NY 10011	16.0
4	Brooklyn Fare	200 Schermerhorn St.Brooklyn, NY 11201	16.0
5	Brushstroke	"30 Hudson St.New York, NY 10013 | Menu

 |"	16.0
6	db bistro moderne	City Club Hotel55 W. 44th St.New York, NY 10036	16.0
7	Dovetail	103 W. 77th St.New York, NY 10024	16.0
8	Esca	"402 W. 43rd St.New York, NY 10036 | Menu

 |"	16.0
9	Felidia	243 E. 58th St.New York, NY 10022	16.0
0	Gramercy Tavern	42 E. 20th St.New York, NY 10003	16.0
1	La Chine	The Waldorf Astoria New York540 Lexington Ave.New York, NY 100	16.0
2	La Grenouille	3 E. 52nd St.New York, NY 10022	16.0
3	Neta	61 W. 8th St.New York, NY 10011	16.0
4	Sushi Yasuda	204 E. 43rd St.New York, NY 10017	16.0
5	Tocqueville	1 E. 15th St.New York, NY 10003	16.0
6	THIS RESTAURANT IS CLOSED wd-50	"50 Clinton St.New York, NY 10002 | Menu

 |"	16.0
0	Bouley	"163 Duane St.New York, NY 10013 | Menu

 |"	17.0
1	Gabriel Kreuther	"41 W. 42nd St.New York, NY 10036
 | Photos

 "	17.0
2	Le Cirque	"One Beacon Court151 E. 58th St.New York, NY 10022
 |"	17.0
3	Nobu New York	105 Hudson St.New York, NY 10013	17.0
4	Sushi Nakazawa	23 Commerce St.New York, NY 10014	17.0
0	Eleven Madison Park	"11 Madison Ave.New York, NY 10010 | Menu

 |"	18.0
1	Jean-Georges	"Trump International Hotel & Tower New York1 Central Park W.New York, NY 10023 | Menu

 |"	18.0
2	Le Bernardin	"The AXA Equitable Building155 W. 51st St.New York, NY 10019 | Menu

 | Photos

 "	18.0
3	Masa	"Time Warner Center10 Columbus Cir.New York, NY 10019 | Menu

 |"	18.0
0	Daniel	"60 E. 65th St.New York, NY 10065 | Menu

 | Photos

 "	19.0
1	Per Se	"Time Warner Center10 Columbus Cir.New York, NY 10019 | Menu

 | Photos

 "	19.0
