	Restaurant_Name	Address	Rating
6	Agave	140 Seventh Ave. S.New York, NY 10014	13.0
7	Agozar	324 BoweryNew York, NY 10012	13.0
8	Akbar Palace	47 W. 55th St.New York, NY 100	13.0
9	Aldo Sohm Wine Bar	The AXA Equitable Building151 W. 51st St.New York, NY 100	13.0
0	Aleo	7 W. 20th St.New York, NY 10011	13.0
1	Ali Baba Terrace	862 Second Ave.New York, NY 100	13.0
2	Alice's Arbor	549 Classon Ave.Brooklyn, NY 112	13.0
3	Alma	187 Columbia St.Brooklyn, NY 11231	13.0
4	Almayass	24 E. 21st St.New York, NY 100	13.0
5	Amigos	2888 BroadwayNew York, NY 100	13.0
6	Amity Hall	80 W. 3rd St.New York, NY 10012	13.0
7	Amsterdam Restaurant & Tapas Lounge	1207 Amsterdam Ave.New York, NY 10027	13.0
8	Anfora	34 Eighth Ave.New York, NY 100	13.0
9	Antika	3924 BroadwayNew York, NY 10032	13.0
0	Antonio's Trattoria	2370 Belmont Ave.Bronx, NY 104	13.0
1	Antonucci	170 E. 81st St.New York, NY 10028	13.0
2	Archives Restaurant	New York Marriott at the Brooklyn Bridge333 Adams St.Brooklyn, NY 11201	13.0
3	Aria	117 Perry St.New York, NY 100	13.0
4	Arlington Club	1032 Lexington Ave.New York, NY 10021	13.0
5	Armani/Ristorante	Armani/5th Avenue717 Fifth Ave.New York, NY 10022	13.0
6	Arte'	21 E. 9th St.New York, NY 10003	13.0
7	Asellina	Gansevoort Park Hotel420 Park Ave. S.New York, NY 10016	13.0
8	Asia de Cuba	415 Lafayette St.New York, NY 10003	13.0
9	Asian Jewels Seafood	133-30 39th Ave.Flushing, NY 113	13.0
0	Atlantic Grill	1341 Third Ave.New York, NY 10021	13.0
1	Atrio Wine Bar Restaurant 	Conrad New York102 North End Ave.New York, NY 102	13.0
2	Au Za'atar	188 Ave. ANew York, NY 100	13.0
3	Aurora	70 Grand St.Brooklyn, NY 112	13.0
4	Austin's Steakhouse	8915 Fifth Ave.Brooklyn, NY 11209	13.0
5	Avra Estiatorio	141 E. 48th St.New York, NY 100	13.0
6	Awadh	2588 BroadwayNew York, NY 100	13.0
7	Ayada Thai	7708 Woodside Ave.Elmhurst, NY 113	13.0
8	Azalea	224 W. 51st St.New York, NY 10019	13.0
9	B Bar & Grill	40 E. Fourth St.New York, NY 10003	13.0
0	B. Cafe	240 E. 75th St.New York, NY 100	13.0
1	Babu Ji	175 Ave. BNew York, NY 100	13.0
2	baci&abbracci;	204 Grand St.Brooklyn, NY 11211	13.0
3	The Back Room at One57	Park Hyatt New York153 W. 57th St., 3rd FloorNew York, NY 1001	13.0
4	Bait & Hook	231 Second Ave.New York, NY 10003	13.0
5	Balaboosta	214 Mulberry St.New York, NY 10012	13.0
6	Bangkok Cuisine	1586 2nd Ave.New York, NY 100	13.0
7	Bann	350 W. 50th St.New York, NY 10019	13.0
8	Bar B	84 Seventh Ave.New York, NY 100	13.0
9	Bar Bordeaux	The Carlton Hotel92 Madison Ave.New York, NY 10016	13.0
0	Bar Celona	104 S. 4th St.Brooklyn, NY 11211	13.0
1	Bar Primi	325 BoweryNew York, NY 10003	13.0
2	The Bar Room	117 E. 60th St.New York, NY 100	13.0
3	Bar Sardine	183 W. 10th St.New York, NY 10014	13.0
4	Bar Six	502 Sixth Ave.New York, NY 10011	13.0
5	bar.vetro	222 E. 58th St.New York, NY 10022	13.0
6	Barbes Restaurant	19 E. 36th St.New York, NY 10016	13.0
7	Barbetta	321 W. 46th St.New York, NY 10036	13.0
8	Barboncino	781 Franklin Ave.Brooklyn, NY 11238	13.0
9	Barbone	186 Avenue BNew York, NY 10009	13.0
0	Barbounia	250 Park Ave. S.New York, NY 10003	13.0
1	Barbuto	775 Washington St.New York, NY 10014	13.0
2	Barraca	81 Greenwich Ave.New York, NY 10014	13.0
3	Barrio Chino	253 Broome St.New York, NY 10002	13.0
4	Bassanova Ramen	76 Mott St.New York, NY 10013	13.0
5	Bati	747 Fulton St.Brooklyn, NY 11217	13.0
6	Bea	403 W. 43rd St.New York, NY 100	13.0
7	Beast	638 Bergen St.Brooklyn, NY 112	13.0
8	Bella Luna	584 Columbus Ave.New York, NY 10024	13.0
9	Bhatti Indian Grill	100 Lexington Ave.New York, NY 10016	13.0
0	Bianca	5 Bleecker St.New York, NY 10012	13.0
1	Biang!	157 Second Ave.New York, NY 100	13.0
2	Bill's Burger & Bar	22 Ninth Ave.New York, NY 10014	13.0
3	Birds & Bubbles	100 Forsyth St., Ste. BNew York, NY 100	13.0
4	Birreria 	Eataly200 Fifth Ave.New York, NY 10010	13.0
5	Bistecca Fiorentina	317 W. 46th St.New York, NY 10036	13.0
6	Bistro Ten 18	1018 Amsterdam Ave.New York, NY 10025	13.0
7	Black Crescent	76 Clinton St.New York, NY 100	13.0
8	Black Tree	131 Orchard St.New York, NY 100	13.0
9	Bliss Cafe	191 Bedford Ave.Brooklyn, NY 11211	13.0
0	Blossom	187 Ninth Ave.New York, NY 10011	13.0
1	BLT Steak	106 E. 57th St.New York, NY 10022	13.0
2	Blue Fin	W New York---Times Square1567 BroadwayNew York, NY 10036	13.0
3	Blue Ribbon Bakery	33 Downing St.New York, NY 10014	13.0
4	Blue Ribbon Brooklyn	280 Fifth Ave.Brooklyn, NY 11215	13.0
5	Blue Smoke	116 E. 27th St.New York, NY 10016	13.0
6	Blue Smoke	255 Vesey St.New York, NY 10282	13.0
7	Blue Water Grill	31 Union Square W.New York, NY 10003	13.0
8	Bluestone Lane	2 E. 90th St.New York, NY 101	13.0
9	Bobby Van's Steakhouse	230 Park Ave.New York, NY 10169	13.0
0	Bobby Van's Grill	135 W. 50th St.New York, NY 10020	13.0
1	Bobby Van's Steakhouse	131 E. 54th St.New York, NY 10169	13.0
2	Bobwhite Lunch & Supper Counter	94 Ave. CNew York, NY 10009	13.0
3	Bocca di Bacco	169 Ninth Ave.New York, NY 10011	13.0
4	Bocca Restaurant & Bar	39 E. 19th St.New York, NY 10003	13.0
5	Boka	9 St. Mark's Pl.New York, NY 10003	13.0
6	Booker and Dax	207 Second Ave.New York, NY 100	13.0
7	Boqueria	53 W. 19th St.New York, NY 10011	13.0
8	Boqueria SoHo	171 Spring St.New York, NY 10012	13.0
9	Botequim	Hyatt Union Square132 Fourth Ave.New York, NY 100	13.0
0	Bottega Del Vino	7 E. 59th St.New York, NY 10022	13.0
1	Bottino	246 Tenth Ave.New York, NY 10001	13.0
2	Bouchon Bakery	"Time Warner Center10 Columbus Cir., Third FloorNew York, NY 10019 | Menu


 "	13.0
3	Boulton & Watt	5 Avenue ANew York, NY 10009	13.0
4	Bourbon Street Bar & Grille	346 W. 46 St.New York, NY 10036	13.0
5	Boutique Eat Shop	559 W. 22nd St.New York, NY 10011	13.0
6	Bozu	296 Grand St.Brooklyn, NY 11211	13.0
7	Braai	329 W. 51st St.New York, NY 10019	13.0
8	Brasserie Cognac	1740 BroadwayNew York, NY 10019	13.0
9	Brazil Grill	787 Eighth Ave.New York, NY 10036	13.0
0	Bread & Tulips	"Hotel Giraffe365 Park Ave. S.New York, NY 10016 | Menu

 |"	13.0
1	The Breslin Bar & Dining Room	"Ace Hotel New York16 W. 29th St.New York, NY 10001 | Menu

 |"	13.0
2	Bricco	304 W. 56th St.New York, NY 10019	13.0
3	Broadway Joe Steakhouse	315 W. 46th St.New York, NY 10036	13.0
4	Brooklyn Crab	24 Reed St.Brooklyn, NY 11231	13.0
5	Brooklyn Label	180 Franklin St.Brooklyn, NY 11222	13.0
6	The Brooklyn Star	593 Lorimer St.Brooklyn, NY 11211	13.0
7	Bruno	204 E. 13th St.New York, NY 100	13.0
8	BTH (By the Hudson)	712 W. 125th St.New York, NY 100	13.0
9	Buceo 95	201 W. 95th St.New York, NY 100	13.0
0	Buenos Aires	513 E. Sixth St.New York, NY 10009	13.0
1	Bunker Vietnamese	4663 Metropolitan Ave.Ridgewood, NY 11385	13.0
2	Burger & Barrel	"25 W. Houston St.New York, NY 10012 | Menu

 |"	13.0
3	Butterfield 8	5 E. 38th St.New York, NY 10016	13.0
4	Buttermilk Channel	524 Court St.Brooklyn, NY 11231	13.0
5	Buvette	42 Grove St.New York, NY 10014	13.0
6	Cacio e Pepe	182 Second Ave.New York, NY 100	13.0
7	Cacio e Vino	80 Second Ave.New York, NY 10003	13.0
8	Cadaques	188 Grand St.Brooklyn, NY 11211	13.0
9	Cafe d'Alsace	1695 Second Ave.New York, NY 10128	13.0
0	Cafe Centro	MetLife Building200 Park Ave.New York, NY 10166	13.0
1	Cafe China	13 E. 37th St.New York, NY 10016	13.0
2	Cafe Clover	10 Downing St.New York, NY 100	13.0
3	Cafe Cluny	284 W. 12th St.New York, NY 10014	13.0
4	Cafe Cortadito	210 E. Third St.New York, NY 10009	13.0
5	Cafe El Presidente	30 W. 24th St.New York, NY 10010	13.0
6	Cafe Fiorello	1900 BroadwayNew York, NY 10023	13.0
7	Cafe Frida	368 Columbus Ave.New York, NY 10024	13.0
8	Cafe Gitane	242 Mott St.New York, NY 10012	13.0
9	Cafe Kashkar	1141 Brighton Beach Ave.Brooklyn, NY 11235	13.0
0	Cafe Katja	79 Orchard St.New York, NY 10002	13.0
1	Cafe Luxembourg	200 W. 70th St.New York, NY 10023	13.0
2	Cafe Tallulah	240 Columbus Ave.New York, NY 10023	13.0
3	Cafe Triskell	33-04 36th Ave.Astoria, NY 111	13.0
4	Caffe Grazie	26 E. 84th St.New York, NY 10028	13.0
5	Calvisius Caviar Lounge	Four Seasons Hotel New York58 E. 58th St.New York, NY 10022	13.0
6	Candle Cafe	1307 Third Ave.New York, NY 10021	13.0
7	Cara Mia	654 Ninth Ave.New York, NY 10036	13.0
8	Carmine's	2450 BroadwayNew York, NY 100	13.0
9	Carmine's	200 W. 44th St.New York, NY 10036	13.0
0	Casa Enrique	5-48 49th Ave.Long Island City, NY 111	13.0
1	Casa La Femme	140 Charles St.New York, NY 10014	13.0
2	Casa Mono	52 Irving Pl.New York, NY 10003	13.0
3	Cascabel Taqueria	1538 Second Ave.New York, NY 10028	13.0
4	Casimir	103 Ave. BNew York, NY 10009	13.0
5	Cask Bar + Kitchen	167 E. 33rd St.New York, NY 10016	13.0
6	Cata	245 BoweryNew York, NY 10002	13.0
7	Cavo Cafe Lounge	42-18 31st Ave.Astoria, NY 11103	13.0
8	Cellini	65 E. 54th St.New York, NY 10022	13.0
9	Chao Thai	85-03 Whitney Ave.Elmhurst, NY 11373	13.0
0	Chavela's	736 Franklin Ave.Brooklyn, NY 11238	13.0
1	Chelsea Ristorante	108 Eighth Ave.New York, NY 10011	13.0
2	Chennai	1663 First Ave.New York, NY 10028	13.0
3	Cherche Midi	282 BoweryNew York, NY 10012	13.0
4	Chez Jacob	2479 Frederick Douglass Blvd.New York, NY  100	13.0
5	Chiang Mai	293 Van Brunt St.Brooklyn, NY 112	13.0
6	Chimichurri Grill	609 Ninth Ave.New York, NY 10036	13.0
7	China Blue	135 Watts St.New York, NY 10013	13.0
8	China Grill	CBS Building60 W. 53rd St.New York, NY 10019	13.0
9	Chinese Mirch	120 Lexington Ave.New York, NY 100	13.0
0	Chomp Chomp	7 Cornelia St.New York, NY 100	13.0
1	Chuko	552 Vanderbilt Ave.Brooklyn, NY 11238	13.0
2	City Lobster & Steak	121 W. 49th St.New York, NY 10020	13.0
3	The Clam	420 Hudson St.New York, NY 10014	13.0
4	Claudette	24 Fifth Ave.New York, NY 10011	13.0
5	Clemente's Maryland Crab House	Venice Marina3939 Emmons Ave.Brooklyn, NY 11235	13.0
6	Clinton Street Baking Co. & Restaurant	4 Clinton St.New York, NY 10002	13.0
7	Clyde Frazier's Wine and Dine	485 Tenth Ave.New York, NY 10018	13.0
8	Co Ba	110 Ninth Ave.New York, NY 10011	13.0
9	Cole's Greenwich Village	118 Greenwich Ave.New York, NY 100	13.0
0	Colors	417 Lafayette St.New York, NY 10003	13.0
1	Comodo	58 MacDougal St.New York, NY 10012	13.0
2	Co. 	230 Ninth Ave.New York, NY 100	13.0
3	Concord Hill	347 Graham Ave.Brooklyn, NY 11211	13.0
4	Contra	138 Orchard St.New York, NY 10002	13.0
5	Cooklyn	659 Vanderbilt Ave.Brooklyn, NY 112	13.0
6	Cooper's Tavern	Wyndham New Yorker Hotel481 Eighth Ave.New York, NY 100	13.0
7	Coppelia	207 W. 14th St.New York, NY 10011	13.0
8	Corsino	637 Hudson St.New York, NY 10014	13.0
9	Cow & Clover	291 Kent Ave.Brooklyn, NY 11249	13.0
0	Craftbar	900 BroadwayNew York, NY 10003	13.0
1	Croton Reservoir Tavern	108 W. 40th St.New York, NY 10018	13.0
2	Crudo	54 Clinton St.New York, NY 10002	13.0
3	Cuba	222 Thompson St.New York, NY 10012	13.0
4	Cucina di Pesce	87 E. 4th St.New York, NY 10003	13.0
5	Curry Kitchen	40 W. 8th St.New York, NY 10011	13.0
6	Curry-Ya	214 E. 10th St.New York, NY 10003	13.0
7	Custom American Wine Bar	644 Driggs Ave.Brooklyn, NY 112	13.0
8	Da Ciro Brooklyn	458 Myrtle Ave.Brooklyn, NY 112	13.0
9	Tommaso	1464 86th St.Brooklyn, NY 11228	13.0
0	Da Umberto	107 W. 17th St.New York, NY 10011	13.0
1	Danny Ng's Place	34 Pell St.New York, NY 100	13.0
2	Darbar	152 E. 46th St.New York, NY 10017	13.0
3	Dassara	271 Smith St.Brooklyn, NY 11231	13.0
4	DBGB Kitchen and Bar	299 Bowery St.New York, NY 10003	13.0
5	The Dead Rabbit Grocery and Grog	30 Water St.New York, NY 100	13.0
6	Dean Street	755 Dean St.Brooklyn, NY 11238	13.0
7	Death & Co.	433 E. Sixth St.New York, NY 10009	13.0
8	Dee's	107-23 Metropolitan Ave.Forest Hills, NY 11375	13.0
9	Delegates' Dining Room	United NationsFirst Ave.New York, NY 100	13.0
0	Delicatessen	54 Prince St.New York, NY 10012	13.0
1	Delmonico's	56 Beaver St.New York, NY 10004	13.0
2	Demarchelier	50 E. 86th St.New York, NY 100	13.0
3	Denino's Pizzeria & Tavern	524 Port Richmond Ave.Staten Island, NY 10302	13.0
4	Desnuda	122 E. 7th St.New York, NY 10009	13.0
5	Dhaba	108 Lexington Ave.New York, NY 10016	13.0
6	Di Fara Pizza	1424 Ave. JBrooklyn, NY 11230	13.0
7	Diablo Royale	189 W. Tenth St.New York, NY 100	13.0
8	Diner	85 Broadway St.Brooklyn, NY 11211	13.0
9	Dino's Restaurant	2935 Newtown Ave.Astoria, NY 11102	13.0
0	Dirty French	The Ludlow Hotel180 Ludlow St.New York, NY 10002	13.0
1	District Tap House	246 W. 38th St.New York, NY 10018	13.0
2	Ditch Plains	29 Bedford St.New York, NY 10014	13.0
3	Dizzy's Club Coca Cola	Broadway at 60th St.New York, NY 10019	13.0
4	Do Hwa	55 Carmine St.New York, NY 10014	13.0
5	Don Antonio By Starita	309 W. 50th St.New York, NY 10019	13.0
6	Donostia	155 Avenue BNew York, NY 10009	13.0
7	Donovan's Pub	5724 Roosevelt Ave.Woodside, NY 11377	13.0
8	Don's Bogam	17 E. 32nd St.New York, NY 10016	13.0
9	Dopo East	345 E. 62nd St.New York, NY 10065	13.0
0	The Drunken Munkey	338 E. 92nd St.New York, NY 10128	13.0
1	DuMont	432 Union Ave.Brooklyn, NY 11211	13.0
2	Earl's Beer & Cheese	1259 Park Ave.New York, NY 10029	13.0
3	Ed's Chowder House	The Empire Hotel44 W. 63rd St.New York, NY 10023	13.0
4	Ed's Lobster Bar	222 Lafayette St.New York, NY 10012	13.0
5	Edward's 	136 W. BroadwayNew York, NY 10013	13.0
6	Egg	109 N. Third St.Brooklyn, NY 11249	13.0
7	El Atoradero	708 Washington Ave.Brooklyn, NY 112	13.0
8	El Colmado	Gotham West Market600 11th Ave.New York, NY 10036	13.0
9	El Comedor at El Quinto Pino	401 W. 24th St.New York, NY 10011	13.0
0	El Maguey y La Tuna	321 E. Houston St.New York, NY 10002	13.0
1	El Quinto Pino	401 W. 24th St.New York, NY 10011	13.0
2	El Rey Coffee Bar & Luncheonette	100 Stanton St.New York, NY 10002	13.0
3	El Toro Blanco	257 Sixth Ave.New York, NY 10014	13.0
4	El Vez	259 Vesey St.New York, NY 10282	13.0
5	Elephant & Castle	68 Greenwich Ave.New York, NY 10011	13.0
6	Elio's	1621 Second Ave.New York, NY 10028	13.0
7	Ella Kitchen & Bar	249 Columbus Ave.New York, NY 100	13.0
8	Emily	919 Fulton St.Brooklyn, NY 11238	13.0
9	Empire Steak House	237 W. 54th St.New York, NY 10019	13.0
0	Enoteca Maria	27 Hyatt St.Staten Island, NY 10301	13.0
1	Epices du Traiteur	103 W. 70 St.New York, NY 10023	13.0
2	Epistrophy	200 Mott St.New York, NY 100	13.0
3	Erminia	250 E. 83rd St.New York, NY 10028	13.0
4	Esme	999 Manhattan Ave.Brooklyn, NY 11222 	13.0
5	Esperanto	145 Ave. CNew York, NY 10009	13.0
6	Ethos	495 Third Ave.New York, NY 10016	13.0
7	Extra Virgin	259 W. Fourth St.New York, NY 10014	13.0
8	Faan	209 Smith St.Brooklyn, NY 11201	13.0
9	Fabio Piccolo Fiore	230 E. 44th St.New York, NY 10017	13.0
0	Faro	436 Jefferson St.Brooklyn, NY 112	13.0
1	The Fat Radish	17 Orchard St.New York, NY 10002	13.0
2	The Federal Bar	367 Metropolitan Ave.Brooklyn, NY 112	13.0
3	Fedora	239 W. 4th St.New York, NY 10014	13.0
4	Fette Sau	354 Metropolitan Ave.Brooklyn, NY 112	13.0
5	Fig & Olive	808 Lexington Ave.New York, NY 10021	13.0
6	Fig & Olive	420 W. 13th St.New York, NY 10014	13.0
7	Fig & Olive	10 E. 52nd St.New York, NY 10021	13.0
8	Firenze	1594 Second Ave.New York, NY 10028	13.0
9	Fireside	Omni Berkshire Place21 E. 52nd St.New York, NY 10022	13.0
0	The Five & Diamond Harlem	2072 Frederick Douglass Blvd.New York, NY 10026	13.0
1	Flex Mussels	174 E. 82nd St.New York, NY 10028	13.0
2	Flute	205 W. 54th St.New York, NY 10019	13.0
3	Fonda	40 Ave. BNew York, NY 10009	13.0
4	Formerly Crow's	85 Washington Pl.New York, NY 10011	13.0
5	The Four Horsemen	295 Grand St.Brooklyn, NY 112	13.0
6	The Fourth	Hyatt Union Square132 Fourth Ave.New York, NY 10003	13.0
7	Franchia	12 Park Ave.New York, NY 10016	13.0
8	Frankies 570	570 Hudson St.New York, NY 10014	13.0
9	Franny's 	348 Flatbush Ave.Brooklyn, NY 11238	13.0
0	Fraunces Tavern Restaurant	54 Pearl St.New York, NY 10004	13.0
1	Freemans	191 Chrystie St.New York, NY 10002	13.0
2	Friend of a Farmer	77 Irving Pl.New York, NY 10003	13.0
3	Fu Run	40-09 Prince St.Flushing, NY 11354	13.0
4	Fukurou	87 MacDougal St.New York, NY 100	13.0
5	Full House Cafe	97 BoweryNew York, NY 100	13.0
6	Gabriela's	688 Columbus Ave.New York, NY 10025	13.0
7	Gaby Brasserie Française	Sofitel New York44 W. 45th St.New York, NY 10036	13.0
8	Galanga	149 W. Fourth St.New York, NY 100	13.0
9	Gallo Nero	402 W. 44th St.New York, NY 10036	13.0
0	Ganso	25 Bond St.Brooklyn, NY 11201	13.0
1	Gardenia	64 Downing St.New York, NY 100	13.0
2	Gari	370 Columbus Ave.New York, NY 10024	13.0
3	Gemma	The Bowery Hotel335 BoweryNew York, NY 10003	13.0
4	Gennaro	665 Amsterdam Ave.New York, NY 10025	13.0
5	La Giara	501 Third Ave.New York, NY 100	13.0
6	Gigino Trattoria	323 Greenwich St.New York, NY 10013	13.0
7	Gina Mexicana	1288 Madison Ave.New York, NY 10128	13.0
8	Giorgio's of Gramercy	27 E. 21st St.New York, NY 10010	13.0
9	Glasserie	95 Commercial St.Brooklyn, NY 11222	13.0
0	Gnocco	337 E. 10th St.New York, NY 10009	13.0
1	GO Burger	1448 2nd Ave.New York, NY 100	13.0
2	Good	89 Greenwich Ave.New York, NY 10014	13.0
3	Graffiti Earth	Duane Street Hotel190 Church St.New York, NY 100	13.0
4	Gran Electrica	5 Front St.Brooklyn, NY 11201	13.0
5	Gran Morsi	22 Warren St.New York, NY 10007	13.0
6	Grand Banks	Pier 25New York, NY 10013	13.0
7	Grand Central Oyster Bar & Restaurant	Grand Central Terminal, Lower level42nd St.New York, NY 10017	13.0
8	Grand Ferry Tavern	229 Kent Ave.Brooklyn, NY 112	13.0
9	Grand Sichuan House	8701 Fifth Ave.Brooklyn, NY 11209	13.0
0	Grano Trattoria	21 Greenwich Ave.New York, NY 10014	13.0
1	Grape and Grain	620 E. Sixth St.New York, NY 10009	13.0
2	Greenwich Grill	428 Greenwich St.New York, NY 10013	13.0
3	Greenwich Project	47 W. 8th St.New York, NY 10011	13.0
4	Grimaldi's	1 Front St.Brooklyn, NY 11201	13.0
5	Guantanamera	939 Eighth Ave.New York, NY 10019	13.0
6	Guy's American Kitchen & Bar	220 W. 44th St.New York, NY 10036	13.0
7	Gyu-Kaku	34 Cooper Sq.New York, NY 10003	13.0
8	Gyu-Kaku	805 Third Ave. Second Fl.New York, NY 10022	13.0
9	Half King	505 W. 23rd St.New York, NY 10011	13.0
0	Han Dynasty	90 Third Ave.New York, NY 10003	13.0
1	Hanjan	36 W. 26th St.New York, NY 10010	13.0
2	The Happiest Hour	121 W. 10th St.New York, NY 100	13.0
3	Harry's Cafe & Steak	1 Hanover Sq.New York, NY 10004	13.0
4	Hasaki	210 E. Ninth St.New York, NY 100	13.0
5	Havana Alma de Cuba	94 Christopher St.New York, NY 10014	13.0
6	Havana Central	151 W. 46th St.New York, NY 10036	13.0
7	Hawker Bar	611 Vanderbilt Ave.Brooklyn, NY 11238	13.0
8	HeartBeat	W New York Hotel149 E. 49th St.New York, NY 10022	13.0
9	Heartland Brewery Chophouse	127 W. 43rd St.New York, NY 100	13.0
0	The Heath	The McKittrick Hotel542 W. 27th St.New York, NY 10001	13.0
1	Hecho en Dumbo	345 BoweryNew York, NY 10003	13.0
2	Hell's Kitchen	679 Ninth Ave.New York, NY 100	13.0
3	Hey Mambo	487 Amsterdam Ave.New York, NY 100	13.0
4	High Street on Hudson	637 Hudson St.New York, NY 100	13.0
5	Hill Cafe	17 Putnam Ave.Brooklyn, NY 11238	13.0
6	Hill Country	30 W. 26th St.New York, NY 10010	13.0
7	Hill Country Brooklyn	345 Adams St.Brooklyn, NY 11201	13.0
8	Home	20 Cornelia St.New York, NY 10014	13.0
9	Hometown Bar-B-Que	454 Van Brunt St.Brooklyn, NY 11231	13.0
0	Hot Kitchen	104 Second Ave.New York, NY 10003	13.0
1	Houseman	508 Greenwich St.New York, NY 100	13.0
2	Hudson Cafe	628 Hudson St.New York, NY 10014	13.0
3	Huertas	107 First Ave.New York, NY 10003	13.0
4	Humboldt & Jackson	434 Humboldt St.Brooklyn, NY 11211	13.0
5	I Coppi	432 E. Ninth St.New York, NY 100	13.0
6	Ideya	349 W. BroadwayNew York, NY 10013	13.0
7	Il Falco	21-50 44 Dr.Long Island City, NY 11101	13.0
8	Il Principe	Hotel Hugo SoHo525 Greenwich St.New York, NY 100	13.0
9	In Vino	215 E. Fourth St.New York, NY 10009	13.0
0	Inakaya	New York Times building231 W. 30th St.New York, NY 100	13.0
1	Indochine	430 Lafayette St.New York, NY 10003	13.0
2	Intermezzo	202 Eighth Ave.New York, NY 10011	13.0
3	Ippudo	65 Fourth Ave.New York, NY 10003	13.0
4	Ippudo Westside	321 W. 51st St.New York, NY 10019	13.0
5	Italianissimo Ristorante	307 E. 84th St.New York, NY 10028	13.0
6	Ithaka	308 E. 86th St.New York, NY 10028	13.0
7	Ivan Ramen	25 Clinton St.New York, NY 10002	13.0
8	Ivy	944 Eighth Ave.New York, NY 100	13.0
9	Jack's Wife Freda	50 Carmine St.New York, NY 100	13.0
0	Jacques 1534	20 Prince St.New York, NY 10012	13.0
1	Jacques Brasserie	204-206 E. 85th St.New York, NY 10028	13.0
2	Jane	100 W. Houston St.New York, NY 10012	13.0
3	Jeepney	201 First Ave.New York, NY 10003	13.0
4	Jeffrey's Grocery	172 Waverly Pl.New York, NY 10014	13.0
5	J.G. Melon	89 MacDougal St.New York, NY 100	13.0
6	Jimmy's No. 43	43 E. Seventh St.New York, NY 10003	13.0
7	Jing Fong	20 Elizabeth St.New York, NY 10013	13.0
8	John Dory Oyster Bar	Ace Hotel New York1196 BroadwayNew York, NY 10001	13.0
9	Joseph Leonard	170 Waverly Pl.New York, NY 10014	13.0
0	Joya	215 Court St.Brooklyn, NY 11201	13.0
1	Kafana	116 Avenue CNew York, NY 10009	13.0
2	Kaia Wine Bar	1614 Third Ave.New York, NY 101	13.0
3	Kailash Parbat	99 Lexington Ave.New York, NY 100	13.0
4	Kajitsu	125 E. 39th St.New York, NY 10016	13.0
5	Kambi Ramen House	351 E. 14th St.New York, NY 10003	13.0
6	Katsuhama	11 E. 47th St.New York, NY 10017	13.0
7	Keens Steakhouse	72 W. 36th St.New York, NY 10018	13.0
8	Keste Pizza & Vino	271 Bleecker St.New York, NY 10014	13.0
9	Khe-Yo	157 Duane St.New York, NY 10013	13.0
0	King Noodle	1045 Flushing Ave.Brooklyn, NY 11237	13.0
1	Kitchenette	80 W. BroadwayNew York, NY 10007	13.0
2	Koi SoHo	Trump SoHo New York246 Spring St.New York, NY 10013	13.0
3	Koi	The Bryant Park Hotel 40 W. 40th St.New York, NY 10018	13.0
4	Korali Estiatorio	1662 Third Ave.New York, NY 101	13.0
5	Kouzan	685 Amsterdam Ave.New York, NY 10025	13.0
6	Kum Gang San	138-28 Northern Blvd.Flushing, NY 11354	13.0
7	Kuma Inn	113 Ludlow St.New York, NY 10002	13.0
8	Kung Fu Xiao Long Bao	59-16 Main St.Flushing, NY 113	13.0
9	Kutsher's	186 Franklin St.New York, NY 10013	13.0
0	La Bonne Soupe	48 W. 55th St.New York, NY 10019	13.0
1	La Compagnie des Vins Surnaturels	249 Centre St.New York, NY 10013	13.0
2	La Esquina	114 Kenmare St.New York, NY 10012	13.0
3	La Fonda del Sol	MetLife Building200 Park Ave.New York, NY 10166	13.0
4	La Lanterna di Vittorio	129 MacDougal St.New York, NY 10012	13.0
5	La Loteria	29 Seventh Ave. S.New York, NY 100	13.0
6	La Piazza di Eataly	Eataly200 Fifth Ave.New York, NY 10010	13.0
7	La Pulperia	371 W. 46th St.New York, NY 100	13.0
8	La Superior	295 Berry St.Brooklyn, NY 11211	13.0
9	Lair Restaurant & Lounge	201 Lafayette St.New York, NY 10012	13.0
0	Lakruwana	668 Bay St.Staten Island, NY 10304	13.0
1	Lao Dong Bei	44-09 Kissena Blvd.Flushing, NY 11355	13.0
2	L'Apicio	13 E. 1st St.New York, NY 10003	13.0
3	L'Artusi	228 W. 10th St.New York, NY 10014	13.0
4	The Late Late	159 E. Houston St.New York, NY 100	13.0
5	LAVO New York	39 E. 58th St.New York, NY 10022	13.0
6	Le Colonial	149 E. 57th St.New York, NY 10022	13.0
7	Le Paris Bistrot	1312 Madison Ave.New York, NY 101	13.0
8	Le Pere Pinard	175 Ludlow St.New York, NY 100	13.0
9	Le Relais de Venise	590 Lexington Ave.New York, NY 101	13.0
0	Les Halles	15 John St.New York, NY 10038	13.0
1	Lighthouse	145 Borinquen Pl.Brooklyn, NY 11211	13.0
2	Lilium	W New York Union Square201 Park Ave. S.New York, NY 100	13.0
3	Lincoln Ristorante	Lincoln Center142 W. 65th St.New York, NY 10023	13.0
4	The Little Beet Table	333 Park Ave. S.New York, NY 100	13.0
5	Little Prince	199 Prince St.New York, NY 10012	13.0
6	Little Town	118 E. 15th St.New York, NY 10003	13.0
7	Lizarran	45 Mercer St.New York, NY 10013	13.0
8	Locanda Vini & Olii	129 Gates Ave.Brooklyn, NY 11238	13.0
9	Londel's	2620 Frederick Douglass Blvd.New York, NY 10030	13.0
