	Restaurant_Name	Address	Rating
5	LB Steak	898 Santa Cruz Ave.Menlo Park, CA 94025	13.0
6	Le Central	453 Bush St.San Francisco, CA 94108	13.0
7	Le Colonial	20 Cosmo Pl.San Francisco, CA 94109	13.0
8	Le Garage Bistro	85 Liberty Ship Way, Ste. 109Sausalito, CA 94965	13.0
9	Le Marais Bistro & Bakery	2066 Chestnut St.San Francisco, CA 94123	13.0
0	Left Bank	635 Santa Cruz Ave.Menlo Park, CA 94025	13.0
1	Limon Rotisserie	1001 S. Van Ness Ave.San Francisco, CA 94110	13.0
2	Lincoln Park Wine Bar	198 Sir Francis Drake Blvd.San Anselmo, CA 949	13.0
3	Little Nepal	925 Cortland Ave.San Francisco, CA 94110	13.0
4	Little Star Pizza	400 Valencia St.San Francisco, CA 94103	13.0
5	Local Kitchen	330 First St.San Francisco, CA 94105	13.0
6	Locanda Positano	617 Laurel St.San Carlos, CA 94070	13.0
7	Loló	974 Valencia St.San Francisco, CA 941	13.0
8	Luka's Taproom & Lounge	2221 BroadwayOakland, CA 94612	13.0
9	McCormick & Kuleto's Seafood Restaurant	Ghirardelli Square900 North Point St.San Francisco, CA 94109	13.0
0	Magic Flute	3673 Sacramento St.San Francisco, CA 94118	13.0
1	Magnolia Gastropub & Brewery	1398 Haight St.San Francisco, CA 94117	13.0
2	Mandalay	4344 California St.San Francisco, CA 94118	13.0
3	Mandaloun	2021 Broadway St.Redwood City, CA 94063	13.0
4	Mangia Mangia	755 San Pablo Ave.Albany, CA 94706	13.0
5	Mangia Tutti	635 Clay St.San Francisco, CA 94111	13.0
6	Manora's Thai Cuisine	1600 Folsom St.San Francisco, CA 94103	13.0
7	Manos Nouveau	3970 17th St.San Francisco, CA 941	13.0
8	Marinitas	218 Sir Francis Drake Blvd.San Anselmo, CA 94960	13.0
9	MarketBar	Ferry Building Marketplace1 Ferry Bldg.San Francisco, CA 94111	13.0
0	Marla Bakery	3619 Balboa St.San Francisco, CA 941	13.0
1	Marnee Thai	2225 Irving St.San Francisco, CA 94122	13.0
2	Massimo Ristorante	1604 Locust St.Walnut Creek, CA 94596	13.0
3	Matterhorn Swiss Restaurant	2323 Van Ness Ave.San Francisco, CA 94109	13.0
4	Mayfield Bakery & Cafe	Town & Country Village855 El Camino RealPalo Alto, CA 94301	13.0
5	The Melting Pot	125 E. Sir Francis Drake Blvd.Larkspur, CA 94939	13.0
6	Mifune Don	Japan Center22 Peace PlazaSan Francisco, CA 941	13.0
7	Mifune	Kintetsu Mall1737 Post St.San Francisco, CA 94115	13.0
8	Milagros	1099 Middlefield Rd.Redwood City, CA 94061	13.0
9	Miracle Mile Café	2130 Fourth St.San Rafael, CA 949	13.0
0	Mission Bar & Grill	Terminal 3San Francisco International AirportSan Francisco, CA 941	13.0
1	Mission Chinese Food	2234 Mission St.San Francisco, CA 94110	13.0
2	Mistral	370 Bridge Pkwy.Redwood Shores, CA 94065	13.0
3	Miyake	140 University Ave.Palo Alto, CA 94301	13.0
4	Moki's Sushi & Pacific Grill	615 Cortland Ave.San Francisco, CA 94110	13.0
5	MoMo's	760 Second St.San Francisco, CA 94107	13.0
6	The Monk's Kettle	3141 16th St.San Francisco, CA 94103	13.0
7	Moonraker	Best Western Plus Lighthouse Hotel105 Rockaway Beach Ave.Pacifica, CA 94044	13.0
8	Morton's The Steakhouse	400 Post St.San Francisco, CA 94102	13.0
9	Mountain House	13808 Skyline Blvd.Woodside, CA 94062	13.0
0	MUA	2442A Webster St.Oakland, CA 94612	13.0
1	Myconos	1431 Polk St.San Francisco, CA 94109	13.0
2	Myriad Gastro Pub	2491 Mission St.San Francisco, CA 941	13.0
3	Naked Lunch	504 Broadway St.San Francisco, CA 94133	13.0
4	Napa Valley Burger Company	670 BridgewaySausalito, CA 949	13.0
5	Nectar Wine Lounge	3330 Steiner St.San Francisco, CA 94123	13.0
6	New Delhi Restaurant	160 Ellis St.San Francisco, CA 94102	13.0
7	Nick's Cove	23240 Hwy. 1Marshall, CA 94940	13.0
8	O Izakaya Lounge	Hotel Kabuki1625 Post St.San Francisco, CA 94115	13.0
9	The Oak Room	The Westin St. Francis335 Powell St.San Francisco, CA 94102	13.0
0	Ohgane Korean BBQ Restaurant	3915 BroadwayOakland, CA 94611	13.0
1	Okina Sushi	776 Arguello Blvd.San Francisco, CA 94118	13.0
2	Old Mandarin Islamic Restaurant	3132 Vicente St.San Francisco, CA 94116	13.0
3	Oliveto Cafe	Rockridge Market Hall5655 College Ave.Oakland, CA 94618	13.0
4	Oola Restaurant & Bar	860 Folsom St.San Francisco, CA 94107	13.0
5	Original Joe's	601 Union St.San Francisco, CA 94133	13.0
6	Osso Steakhouse	1177 California St.San Francisco, CA 941	13.0
7	Oyaji Restaurant	3123 Clement St.San Francisco, CA 94121	13.0
8	Ozumo	2251 Broadway Ave.Oakland, CA 94612	13.0
9	Pacific Catch	1200 9th Ave.San Francisco, CA 941	13.0
0	Pacific Catch	2027 Chestnut St.San Francisco, CA 94123	13.0
1	Pacific Catch	Persimmon Place5251 Martinelli WayDublin, CA 945	13.0
2	Palio d'Asti	640 Sacramento St.San Francisco, CA 94111	13.0
3	Palomino	Hills Brothers Plaza345 Spear St.San Francisco, CA 94105	13.0
4	Pampas	529 Alma St.Palo Alto, CA 94301	13.0
5	Pane e Vino	1715 Union St.San Francisco, CA 94123	13.0
6	Papalote Mexican Grill	3409 24th St.San Francisco, CA 94110	13.0
7	Pappo	2320 Central Ave.Alameda, CA 94501	13.0
8	Paradiso	685 Bancroft Ave.San Leandro, CA 94577	13.0
9	Paragon Restaurant	701 Second St.San Francisco, CA 94107	13.0
0	Park Chalet	Golden Gate Park1000 Great Hwy.San Francisco, CA 941	13.0
1	Park Chow	1240 Ninth Ave.San Francisco, CA 94122	13.0
2	Parkside Grille	884 Portola Rd.Portola Valley, CA 94028	13.0
3	Pasta's Trattoria	405 Main St.Pleasanton, CA 94566	13.0
4	Patxi's Chicago Pizza	441 Emerson St.Palo Alto, CA 94301	13.0
5	Patxi’s Chicago Pizza	4042 24th St.San Francisco, CA 941	13.0
6	Patxi's Chicago Pizza	511 Hayes St.San Francisco, CA 94102 	13.0
7	Pause Wine Bar	1666 Market St.San Francisco, CA 941	13.0
8	Pear Street Bistro	2395 San Pablo Ave.Pinole, CA 94564	13.0
9	The Peasant & The Pear	267 Hartz Ave.Danville, CA 94526	13.0
0	Pelican Inn	Pelican Inn10 Pacific Wy.Muir Beach, CA 94965	13.0
1	Peninsula Fountain & Grill	566 Emerson St.Palo Alto, CA 94301	13.0
2	Peony Seafood Restaurant	Pacific Renaissance Plaza388 Ninth St.Oakland, CA 94607	13.0
3	Perry's	234 Magnolia Ave.Larkspur, CA 949	13.0
4	Piatti	625 Redwood Hwy.Mill Valley, CA 94941	13.0
5	Piatti	100 Sycamore Valley Rd.Danville, CA 94526	13.0
6	Piattini	2331 Mission St.San Francisco, CA 941	13.0
7	Piazza D'Angelo	22 Miller Ave.Mill Valley, CA 94941	13.0
8	Piazza Pellegrini 	659 Columbus Ave.San Francisco, CA 94133	13.0
9	Pican	2295 BroadwayOakland, CA 94612	13.0
0	Piccino	1001 Minnesota St.San Francisco, CA 94107	13.0
1	Ping's	817 W. Francisco Blvd.San Rafael, CA 94901	13.0
2	Pizzetta 211	211 23rd Ave.San Francisco, CA 94121	13.0
3	plank	98 BroadwayOakland, CA 946	13.0
4	Plow	1299 18th St.San Francisco, CA 94107	13.0
5	Poc-Chuc	2886 16th St.San Francisco, CA 94103	13.0
6	Pompei's Grotto	340 Jefferson St.San Francisco, CA 94133	13.0
7	The Pool Bar & Grill	Rosewood Sand Hill2825 Sand Hill Rd.Menlo Park, CA 940	13.0
8	Portola Kitchen	3130 Alpine Rd.Portola Valley, CA 94028	13.0
9	Primo Patio	214 Townsend St.San Francisco, CA 94107	13.0
0	The Pub at Ghirardelli Square	851 Beach St.San Francisco, CA 94109	13.0
1	Public House	AT&T; Park24 Willie Mays PlazaSan Francisco, CA 94107	13.0
2	Pyeong Chang Tofu House	4701 Telegraph Ave.Oakland, CA 946	13.0
3	Quinn's Lighthouse Restaurant & Pub	1951 Embarcadero CoveOakland, CA 94606	13.0
4	Ragazza	311 Divisadero St.San Francisco, CA 94117	13.0
5	The Refuge	963 Laurel St.San Carlos, CA 940	13.0
6	The Refuge	1143 Crane St.Menlo Park, CA 940	13.0
7	Restaurant 3000	3000 Sand Hill Rd.Menlo Park, CA 940	13.0
8	Revival Bar & Kitchen	2102 Shattuck Ave.Berkeley, CA 94704	13.0
9	R & G Lounge	631 Kearny St.San Francisco, CA 94108	13.0
0	Rick & Ann's	2922 Domingo Ave.Berkeley, CA 94705	13.0
1	Rickey's	Inn Marin250 Entrada Dr.Novato, CA 94949	13.0
2	Rigolo	3465 California St.San Francisco, CA 94118	13.0
3	Ristobar	2300 Chestnut St.San Francisco, CA 94123	13.0
4	Robata Grill & Sushi	591 Redwood Hwy.Mill Valley, CA 949	13.0
5	Roostertail	1963 Sutter St.San Francisco, CA 94115	13.0
6	Rosa Mexicano	30 Mission St.San Francisco, CA 941	13.0
7	Rose's Cafe	2298 Union St.San Francisco, CA 94123	13.0
8	Roti Indian Bistro	53 W. Portal Ave.San Francisco, CA 941	13.0
9	Roy's	575 Mission St.San Francisco, CA 94105	13.0
0	Rudy's Can't Fail Cafe	4081 Hollis St.Emeryville, CA 94608	13.0
1	Ruth's Chris Steak House	1601 Van Ness Ave.San Francisco, CA 94109	13.0
2	Ruth's Chris Steak House	1553 Olympic Blvd.Walnut Creek, CA 94596	13.0
3	Sabio on Main	501 Main St.Pleasanton, CA 945	13.0
4	Saha	Hotel Carlton1075 Sutter St.San Francisco, CA 94109	13.0
5	Salute E Vita Ristorante	1900 Esplanade Dr.Richmond, CA 94804	13.0
6	Sam's Chowder House	4210 Cabrillo Hwy.Half Moon Bay, CA 94019	13.0
7	Samovar Tea Lounge	Yerba Buena Gardens, Upper Level730 Howard St.San Francisco, CA 94103	13.0
8	Sanraku at Metreon	Metreon101 Fourth St.San Francisco, CA 94103	13.0
9	Sauce	131 Gough St.San Francisco, CA 94102	13.0
0	Sausalito Seahorse	305 Harbor Dr.Sausalito , CA 949	13.0
1	Schmidt's	2400 Folsom St.San Francisco, CA 94110	13.0
2	Schroeder's	240 Front St.San Francisco, CA 94111	13.0
3	Scoma's Sausalito	588 BridgewaySausalito, CA 94965	13.0
4	Shangri-la	2026 Irving St.San Francisco, CA 94122	13.0
5	Shen Hua	2914 College Ave.Berkeley, CA 947	13.0
6	Skool	1725 Alameda St.San Francisco, CA 94103	13.0
7	Sotto Mare	552 Green St.San Francisco, CA 94133	13.0
8	South Park Cafe	108 S. Park St.San Francisco, CA 94107	13.0
9	The Spinnaker	100 Spinnaker Dr.Sausalito, CA 94965	13.0
0	Steam	209 University Ave.Palo Alto, CA 943	13.0
1	The Stinking Rose	325 Columbus Ave.San Francisco, CA 941	13.0
2	Sugata Restaurant	1105 Solano Ave.Albany, CA 94706	13.0
3	Sundance the Steakhouse	1921 El Camino RealPalo Alto, CA 94306	13.0
4	Suppenkuche	601 Hayes St.San Francisco, CA 94102	13.0
5	Sushi to Dai For	816 Fourth St.San Rafael, CA 94901	13.0
6	Sushi Hunter	1701 Powell St.San Francisco, CA 94133	13.0
7	Sutro's 	The Cliff House1090 Point Lobos Ave.San Francisco, CA 94121	13.0
8	Swan Oyster Depot	1517 Polk St.San Francisco, CA 941	13.0
9	T-Rex Barbecue	1300 Tenth St.Berkeley, CA 94710	13.0
0	Tacolicious	2250 Chestnut St.San Francisco, CA 94123	13.0
1	Tadich Grill	240 California St.San Francisco, CA 94111	13.0
2	Tai Pan	560 Waverly St.Palo Alto, CA 94301	13.0
3	Taki	Pacheco Plaza452 Ignacio Blvd.Novato, CA 94947	13.0
4	The Terrace Room	The Lake Merritt Hotel1800 Madison St.Oakland, CA 946	13.0
5	Terrapin Crossroads	100 Yacht Club Dr.San Rafael, CA 949	13.0
6	Thanh Long	4101 Judah St.San Francisco, CA 94122	13.0
7	Thep Lela	Strawberry Village Shopping Center411 Strawberry VillageMill Valley, CA 94941	13.0
8	ThirstyBear Brewing Company & Spanish Cuisine	661 Howard St.San Francisco, CA 94105	13.0
9	Three Seasons	518 Bryant St.Palo Alto, CA 94301	13.0
0	Tigerlily	1513 Shattuck Ave.Berkeley, CA 94709	13.0
1	Toast	Hamilton Marketplace5800 Nave Dr.Novato, CA 94949	13.0
2	Tommaso's	1042 Kearny St.San Francisco, CA 94133	13.0
3	Tommy's	5929 Geary Blvd.San Francisco, CA 94121	13.0
4	Top of the Mark	InterContinental Mark Hopkins San Francisco1 Nob HillSan Francisco, CA 94108	13.0
5	Tosca Cafe	242 Columbus Ave.San Francisco, CA 94133	13.0
6	Town	716 Laurel St.San Carlos, CA 94070	13.0
7	Town's End Restaurant	2 Townsend St.San Francisco, CA 94107	13.0
8	Townhouse Bar & Grill	5862 Doyle St.Emeryville, CA 94608	13.0
9	Townie	1799 University Ave.Berkeley, CA 94703	13.0
0	Trader Vic's	9 Anchor Dr.Emeryville, CA 94608	13.0
1	Trattoria Contadina	1800 Mason St.San Francisco, CA 94133	13.0
2	The Treasury	200 Bush St., Ste. 101San Francisco, CA 941	13.0
3	Tres	130 Townsend St.San Francisco, CA 94107	13.0
4	The Trident	558 BridgewaySausalito, CA 94965	13.0
5	Tuba	1007 Guerrero St.San Francisco, CA 94110	13.0
6	Twenty Five Lusk	25 Lusk St.San Francisco, CA 94107	13.0
7	Uncle Yu's Szechuan	Magnolia Square2005 Crow Canyon Pl., Ste. 160San Ramon, CA 945	13.0
8	Urban Tavern	Hilton San Francisco333 O'Farrell St.San Francisco, CA 94102	13.0
9	Utopia Cafe	139 Waverly Pl.San Francisco, CA 94108	13.0
0	The Van's Restaurant	815 Belmont Ave.Belmont, CA 94002	13.0
1	Velvet Room	Clift495 Geary St.San Francisco, CA 94102	13.0
2	Venticello	1257 Taylor St.San Francisco, CA 94108	13.0
3	Venus	2327 Shattuck Ave.Berkeley, CA 94704	13.0
4	Via Uno Cucina Italiana & Bar	2810 Cabrillo Hwy. N.Half Moon Bay, CA 94019	13.0
5	Vivace	1910 Ralston Ave.Belmont, CA 94002	13.0
6	Walnut Creek Yacht Club	1555 Bonanza St.Walnut Creek, CA 94596	13.0
7	Wayfare Tavern	558 Sacramento St.San Francisco, CA 94111	13.0
8	Whitechapel	Embassy Hotel600 Polk St.San Francisco, CA 941	13.0
9	Wildfox	225 Alameda Del PradoNovato, CA 94949	13.0
0	31st Union	5 S. Ellsworth Ave.San Mateo, CA 944	14.0
1	5A5 Steak Lounge	244 Jackson St.San Francisco, CA 94111	14.0
2	A16 Rockridge	5356 College Ave.Oakland, CA 94618	14.0
3	Aatxe	Swedish American Hall2170 Market St.San Francisco, CA 941	14.0
4	Absinthe Brasserie & Bar	398 Hayes St.San Francisco, CA 94102	14.0
5	The Advocate	2635 Ashby Ave.Berkeley, CA 947	14.0
6	Ajanta	1888 Solano Ave.Berkeley, CA 94707	14.0
7	Alexander's Steakhouse	448 Brannan St.San Francisco, CA 94107	14.0
8	All Spice	1602 S. El Camino RealSan Mateo, CA 94402	14.0
9	Anchor Oyster Bar & Seafood Market	579 Castro St.San Francisco, CA 94114	14.0
0	Aster	1001 Guerrero St.San Francisco, CA 941	14.0
1	B44	44 Belden Pl.San Francisco, CA 94104	14.0
2	Bar Bocce	1250 BridgewaySausalito, CA 949	14.0
3	Cesar	4039 Piedmont Ave.Oakland, CA 94611	14.0
4	Beso Bistro and Wine Bar	502 S. Palm Dr.Novato, CA 949	14.0
5	Bistro Aix	3340 Steiner St.San Francisco, CA 94123	14.0
6	Bistro Central Parc	560 Central Ave.San Francisco, CA 94117	14.0
7	Bix	56 Gold St.San Francisco, CA 94133	14.0
8	Bobo's	"1450 Lombard St.San Francisco, CA 94123 | Menu

 |"	14.0
9	Boca Tavern	340 Ignacio Blvd.Novato, CA 94949	14.0
0	Bocadillos	710 Montgomery St.San Francisco, CA 94111	14.0
1	Bocanova	55 Webster St.Oakland, CA 94607	14.0
2	Bouche 	603 Bush St.San Francisco, CA 94108	14.0
3	Bouli Bar	Ferry Building Market1 Ferry BuildingSan Francisco, CA 94111	14.0
4	Bowl'd	1479  Solano Ave.Albany, CA 94706	14.0
5	Boxing Room	399 Grove St.San Francisco, CA 94102	14.0
6	Brasserie S&P;	Loews Regency San Francisco222 Sansome St.San Francisco, CA 941	14.0
7	Bridges Restaurant & Bar	44 Church St.Danville, CA 94526	14.0
8	The Brixton	2140 Union St.San Francisco, CA 94123	14.0
9	Broadway Grill	1400 BroadwayBurlingame, CA 94010	14.0
0	Buckeye Roadhouse	15 Shoreline Hwy.Mill Valley, CA 94941	14.0
1	Butterfly Embarcadero	Pier 33 EmbarcaderoSan Francisco, CA 94111	14.0
2	Cafe Chaat	320 Third St.San Francisco, CA 94107	14.0
3	Cafe Claude	7 Claude Ln.San Francisco, CA 94108	14.0
4	Café de la Presse	352 Grant Ave.San Francisco, CA 94108	14.0
5	Cafe Eugene	1175 Solano Ave.Albany, CA 947	14.0
6	Cafe Jacqueline	1454 Grant Ave.San Francisco, CA 94133	14.0
7	Calavera	The Hive2337 BroadwayOakland, CA 946	14.0
8	Californios	3115 22nd St.San Francisco, CA 941	14.0
9	Capo's Chicago Pizza & Fine Italian Dinners	641 Vallejo St.San Francisco, CA 941	14.0
0	Catch	2362 Market St.San Francisco, CA 94114	14.0
1	Causwells	2346 Chestnut St.San Francisco, CA 94123	14.0
2	The Cavalier	Hotel Zetta San Francisco360 Jessie St.San Francisco, CA 94103	14.0
3	Cetrella	845 Main St.Half Moon Bay, CA 94019	14.0
4	Chapeau!	126 Clement St.San Francisco, CA 94118	14.0
5	Chaya Brasserie	132 EmbarcaderoSan Francisco, CA 94105	14.0
6	Chez Maman	1401 18th St.San Francisco, CA 94107	14.0
7	Chouchou	400 Dewey Blvd.San Francisco, CA 94116	14.0
8	Comal	2020 Shattuck Ave.Berkeley, CA 94704	14.0
9	Contigo	1320 Castro St.San Francisco, CA 94114	14.0
0	Coqueta	"Pier 5, The EmbarcaderoSan Francisco, CA 94105 | Menu

 |"	14.0
1	DESTINO latin bistro/pisco bar	1815 Market St.San Francisco, CA 94103	14.0
2	Dobbs Ferry Restaurant	409 Gough St.San Francisco, CA 94102	14.0
3	Don Antonio Trattoria	114 Main St.Tiburon, CA 949	14.0
4	Donato Enoteca	1041 Middlefield Rd.Redwood City, CA 94063	14.0
5	Dosa	995 Valencia St.San Francisco, CA 94110	14.0
6	Dosa on Fillmore	1700 Fillmore St.San Francisco, CA 94115	14.0
7	Duende	468 19th St.Oakland, CA 94612	14.0
8	E&O; Kitchen and Bar	314 Sutter St.San Francisco, CA 94108	14.0
9	Ebisu	1283 Ninth Ave.San Francisco, CA 94122	14.0
0	El Paseo	The Paseo17 Throckmorton Ave.Mill Valley, CA 94941	14.0
1	El Techo de Lolinda	2518 Mission St.San Francisco, CA 94110	14.0
2	EPIC Steak	369 The EmbarcaderoSan Francisco, CA 94105	14.0
3	Faz Danville	600 Hartz Ave.Danville, CA 94526	14.0
4	Faz Pleasanton	5121 Hopyard Rd.Pleasanton, CA 94588	14.0
5	Firefly	4288 24th St.San Francisco, CA 94114	14.0
6	Flea Street	3607 Alameda de las PulgasMenlo Park, CA 94025	14.0
7	Flour + Water	2401 Harrison St.San Francisco, CA 941	14.0
8	The Fly Trap	606 Folsom St.San Francisco, CA 94107	14.0
9	Fog City	1300 Battery St.San Francisco, CA 94111	14.0
0	Fogo de Chão	201 Third St., Ste. 100San Francisco, CA 941	14.0
1	Fonda Solana	1501 Solano Ave.Albany, CA 94707	14.0
2	Fondue Cowboy	1052 Folsom St.San Francisco, CA 94103	14.0
3	Foreign Cinema	2534 Mission St.San Francisco, CA 94110	14.0
4	Frascati	1901 Hyde St.San Francisco, CA 94109	14.0
5	Fuki Sushi	4119 El Camino RealPalo Alto, CA 94306	14.0
6	Garibaldis	347 Presidio Ave.San Francisco, CA 94115	14.0
7	Gather	2200 Oxford St.Berkeley, CA 947	14.0
8	Greens	Fort Mason204 Bay St., Bldg. ASan Francisco, CA 94123	14.0
9	Hakkasan	One Kearny1 Kearny St.San Francisco, CA 94108	14.0
0	Harris'	2100 Van Ness Ave.San Francisco, CA 94109	14.0
1	Haven	44 Webster St.Oakland, CA 94607	14.0
2	Hawker Fare	680 Valencia St.San Francisco, CA 941	14.0
3	Hog Island Oyster Co.	Ferry Building Marketplace1 Ferry BuildingSan Francisco, CA 941	14.0
4	Homestead	4029 Piedmont Ave.Oakland, CA 946	14.0
5	Hong Kong Lounge	5322 Geary Blvd.San Francisco, CA 94121	14.0
6	Hopscotch	1915 San Pablo Ave.Oakland, CA 94612	14.0
7	House of Prime Rib	"1906 Van Ness Ave.San Francisco, CA 94109 | Menu

 |"	14.0
8	Il Davide	901 A St.San Rafael, CA 949	14.0
9	Jackson Fillmore Trattoria	2506 Fillmore St.San Francisco, CA 94115	14.0
0	Kabuto Sushi	5121 Geary Blvd.San Francisco, CA 94118	14.0
1	Kamekyo	943 Cole St.San Francisco, CA 94117	14.0
2	Kin Khao	Parc 55 San Francisco, A Hilton Hotel55 Cyril Magnin St.San Francisco, CA 941	14.0
3	Koh Samui & the Monkey	415 Brannan St.San Francisco, CA 94107	14.0
4	L'Olivier	465 Davis Ct.San Francisco, CA 94111	14.0
5	La Costanera	8150 Cabrillo Hwy.Montara, CA 94037	14.0
6	La Mar Cebicheria Peruana	Pier 1 1/2, The EmbarcaderoSan Francisco, CA 941	14.0
7	La Toscana Ristorante & Bar	3751 Redwood Hwy.San Rafael, CA 949	14.0
8	Lark Creek Walnut Creek	1360 Locust St.Walnut Creek, CA 94596	14.0
9	Laurel Court Restaurant & Bar	Fairmont San Francisco950 Mason St.San Francisco, CA 94108	14.0
0	Left Bank	Blue Rock Inn507 Magnolia Ave.Larkspur, CA 94939	14.0
1	Lemongrass Thai	2348 Polk St.San Francisco, CA 941	14.0
2	Limon Rotisserie	524 Valencia St.San Francisco, CA 94110	14.0
3	Little Star Pizza	846 Divisadero St.San Francisco, CA 94117	14.0
4	Lolinda	2518 Mission St.San Francisco, CA 94110	14.0
5	Lord Stanley	2065 Polk St.San Francisco, CA 941	14.0
6	Lungomare	One BroadwayOakland, CA  94607	14.0
7	Lupa Trattoria	4109 24th St.San Francisco, CA 94114	14.0
8	Mamacita	2317 Chestnut St.San Francisco, CA 94123	14.0
9	Marche aux Fleurs	23 Ross CommonRoss, CA 94957	14.0
0	Martins West Pub	831 Main St.Redwood City, CA 94063	14.0
1	Mason Pacific	1358 Mason St.San Francisco, CA 94133	14.0
2	Maybeck’s	3213 Scott St.San Francisco, CA 941	14.0
3	Mezzaluna	459 Prospect WayHalf Moon Bay, CA 94019	14.0
4	Michel Bistro	3343 Lakeshore Ave.Oakland, CA 94610	14.0
5	MKT Restaurant – Bar	Four Seasons Hotel San Francisco757 Market St., Fifth FloorSan Francisco, CA 941	14.0
6	Monsieur Benjamin	"451 Gough St.San Francisco, CA 94102 | Menu

 |"	14.0
7	Mourad	140 New Montgomery St.San Francisco, CA 941	14.0
8	Namu Gaji	499 Dolores St.San Francisco, CA 94110	14.0
9	Navio	The Ritz-Carlton, Half Moon BayOne Miramontes Pt. Rd.Half Moon Bay, CA 94019	14.0
0	Nob Hill Club	InterContinental Mark Hopkins San Francisco999 California St.San Francisco, CA 941	14.0
1	Nopa	560 Divisadero St.San Francisco, CA 94117	14.0
2	Nopalito	306 Broderick St.San Francisco, CA 94117	14.0
3	North Beach Restaurant	1512 Stockton St.San Francisco, CA 941	14.0
4	Octavia	1701 Octavia St.San Francisco, CA 941	14.0
5	Okane	669 Townsend St.San Francisco, CA 941	14.0
6	Okoze	1207 Union St.San Francisco, CA 94109	14.0
7	Old Bus Tavern	3193 Mission St.San Francisco, CA 941	14.0
8	Oliveto	"Rockridge Market Hall5655 College Ave.Oakland, CA 94618 | Menu

 | Photos

 "	14.0
9	Osteria	3277 Sacramento St.San Francisco, CA 94115	14.0
0	Osteria Stellina	11285 Hwy. 1Point Reyes Station, CA 94956	14.0
1	Outerlands	4001 Judah St.San Francisco, CA 94122	14.0
2	Ozumo	161 Steuart St.San Francisco, CA 94105	14.0
3	Pabu	101 California St.San Francisco, CA 94111	14.0
4	Parada	7001 Sunne Ln.Walnut Creek, CA 945	14.0
5	Park Grill	Le Méridien San Francisco333 Battery St.San Francisco, CA 94111	14.0
6	Park Tavern	1652 Stockton St.San Francisco , CA 94133	14.0
7	Picco	320 Magnolia Ave.Larkspur, CA 94939	14.0
8	Piperade	1015 Battery St.San Francisco, CA 94111	14.0
9	Pizzaiolo	5008 Telegraph Ave.Oakland, CA 94609	14.0
0	Pizzeria Delfina	3611 18th St.San Francisco, CA 94110	14.0
1	Pizzeria Delfina	2406 California St.San Francisco, CA 94115	14.0
2	Plouf	40 Belden Pl.San Francisco, CA 94104	14.0
3	Poggio Trattoria	777 BridgewaySausalito, CA 94965	14.0
4	Postino	3565 Mt. Diablo Blvd.Lafayette, CA 94549	14.0
5	Presidio Social Club	563 Ruger St.San Francisco, CA 94129	14.0
6	Press Club	20 Yerba Buena Ln.San Francisco, CA 94103	14.0
7	The Progress	1525 Fillmore St.San Francisco, CA 941	14.0
8	Le P'tit Laurent	699 Chenery St.San Francisco, CA 94131	14.0
9	Quattro Restaurant & Bar	Four Seasons Hotel2050 University Ave.East Palo Alto, CA 94303	14.0
0	Ramen Shop	5812 College Ave.Oakland, CA 94618	14.0
1	The Restaurant at Wente Vineyards	5050 Arroyo Rd.Livermore, CA 94550	14.0
2	Restaurant LuLu	816 Folsom St.San Francisco, CA 94107	14.0
3	Restaurant Soleil	The Westin Palo Alto675 El Camino RealPalo Alto, CA 94301	14.0
4	Rich Table	199 Gough St.San Francisco, CA 94102	14.0
5	The Richmond	615 Balboa St.San Francisco, CA 94118	14.0
6	Ristorante Ideale	1309 Grant Ave.San Francisco, CA 94133	14.0
7	Rivoli Restaurant	1539 Solano Ave.Berkeley, CA 94707	14.0
8	Roka Akor	801 Montgomery St.San Francisco, CA 94133	14.0
9	The Rotunda at Neiman Marcus	Neiman-Marcus150 Stockton St.San Francisco, CA 94108	14.0
0	Salt House	545 Mission St.San Francisco, CA 94105	14.0
1	Sanraku Four Seasons	704 Sutter St.San Francisco, CA 94109	14.0
2	Sasa	1432 N. Main St.Walnut Creek, CA 94596	14.0
3	Scala's Bistro	Sir Francis Drake Hotel432 Powell St.San Francisco, CA 94102	14.0
4	Scoma's	Pier 47San Francisco, CA 94133	14.0
5	The Sea By Alexander's Steakhouse	4269 El Camino RealPalo Alto, CA 94306	14.0
6	Sessions at the Presidio	1 Letterman Dr.San Francisco, CA 941	14.0
7	Seven Hills	1550 Hyde St.San Francisco, CA 94109	14.0
8	Sociale	3665 Sacramento St.San Francisco, CA 941	14.0
9	Soluna Cafe & Lounge	272 McAllister St.San Francisco, CA 941	14.0
0	Sons & Daughters	708 Bush St.San Francisco, CA 94108	14.0
1	The Speakeasy	504 Alameda del PradoNovato, CA 949	14.0
2	Speisekammer	2424 Lincoln Ave.Alameda, CA 94501	14.0
3	SPQR	"1911 Fillmore St.San Francisco, CA 94115 | Menu

 |"	14.0
4	Starbelly	3583 16th St.San Francisco, CA 94114	14.0
5	State Bird Provisions	"1529 Fillmore St.San Francisco, CA 94115 | Menu

 |"	14.0
6	Stella Alpina Osteria	401 Primrose Rd.Burlingame, CA 94010	14.0
7	Straits	1100 Burlingame Ave.Burlingame, CA 94010	14.0
8	Straw	203 Octavia St.San Francisco, CA 94102	14.0
9	Sushi Main Street   	696 Mill St.Half Moon Bay, CA 94019	14.0
0	Sushi on North Beach Katsu	745 Columbus Ave.San Francisco, CA 94133	14.0
